"symbol","total_prices","stock_from_date","stock_to_date","total_earnings","earnings_from_date","earnings_to_date"
"SHG","3998","2003-09-16","2019-08-02","30","2011-05-04","2018-11-14"
"SHI","5431","1998-01-02","2019-08-02","36","2009-10-28","2018-10-26"
"SHIP","2964","2007-10-26","2019-08-06","39","2009-07-30","2019-08-01"
"SHIPW","463","2016-12-08","2019-08-06","0","NULL","NULL"
"SHIPZ","19","2019-05-10","2019-08-08","0","NULL","NULL"
"SHLD","4086","2003-05-01","2019-07-24","0","NULL","NULL"
"SHLDW","1139","2014-11-19","2019-07-24","0","NULL","NULL"
"SHLL","79","2019-04-22","2019-08-12","0","NULL","NULL"
"SHLM","5194","1998-01-02","2018-08-22","0","NULL","NULL"
"SHLO","5433","1998-01-02","2019-08-06","41","2009-05-26","2019-06-10"
"SHLX","1198","2014-10-29","2019-08-02","19","2015-02-24","2019-08-01"
"SHO","3721","2004-10-21","2019-08-02","42","2009-05-07","2019-08-01"
"SHOO","5433","1998-01-02","2019-08-06","42","2009-05-05","2019-07-30"
"SHOP","1058","2015-05-21","2019-08-02","17","2015-07-30","2019-08-01"
"SHOS","1713","2012-10-12","2019-08-06","24","2013-03-12","2018-12-07"
"SHPG","5236","1998-03-25","2019-07-11","0","NULL","NULL"
"SHSP","925","2015-12-02","2019-08-06","21","2014-05-15","2019-08-06"
"SHV","3164","2007-01-11","2019-08-06","0","NULL","NULL"
"SHW","5431","1998-01-02","2019-08-02","41","2009-07-21","2019-07-23"
"SHY","4287","2002-07-26","2019-08-06","0","NULL","NULL"
"SIBN","206","2018-10-17","2019-08-13","3","2019-03-07","2019-08-06"
"SIC","249","2018-08-16","2019-08-13","5","2019-02-12","2019-08-08"
"SID","5431","1998-01-02","2019-08-02","29","2009-08-06","2019-05-07"
"SIEB","5433","1998-01-02","2019-08-06","31","2009-08-14","2018-11-14"
"SIEN","1200","2014-10-29","2019-08-06","20","2014-11-20","2019-08-08"
"SIF","5436","1998-01-02","2019-08-09","39","2009-05-12","2018-12-06"
"SIFI","3683","2004-10-01","2019-06-28","37","2009-10-29","2018-10-24"
"SIFY","4981","1999-10-19","2019-08-06","5","2012-12-27","2015-11-09"
"SIG","5431","1998-01-02","2019-08-02","39","2009-06-04","2019-06-06"
"SIGA","5437","1998-01-02","2019-08-13","6","2014-03-10","2017-05-04"
"SIGI","5433","1998-01-02","2019-08-06","41","2009-07-29","2019-07-31"
"SIGM","5433","1998-01-02","2019-08-06","36","2009-05-27","2018-04-20"
"SILC","5433","1998-01-02","2019-08-06","41","2009-07-27","2019-07-25"
"SILK","90","2019-04-04","2019-08-12","2","2019-05-08","2019-07-29"
"SILV","956","2015-10-26","2019-08-13","0","NULL","NULL"
"SIM","5436","1998-01-02","2019-08-09","28","2011-05-02","2019-04-30"
"SIMO","3549","2005-06-30","2019-08-06","42","2009-05-11","2019-07-30"
"SINA","4858","2000-04-13","2019-08-06","44","2009-06-09","2019-08-19"
"SINO","2822","2008-05-21","2019-08-06","40","2009-05-18","2019-05-15"
"SINT","1383","2014-02-13","2019-08-13","11","2014-05-15","2017-11-21"
"SIR","1720","2012-03-07","2019-07-15","0","NULL","NULL"
"SIRI","5433","1998-01-02","2019-08-06","42","2009-05-07","2019-07-30"
"SITC","4677","2001-01-02","2019-08-13","19","2014-02-12","2019-07-29"
"SITE","812","2016-05-12","2019-08-02","14","2016-06-22","2019-07-31"
"SITO","2765","2008-08-12","2019-08-06","29","2012-05-18","2019-05-15"
"SIVB","5433","1998-01-02","2019-08-06","41","2009-07-23","2019-07-25"
"SIX","2324","2010-05-11","2019-08-02","37","2010-08-16","2019-07-24"
"SJI","5431","1998-01-02","2019-08-02","43","2009-05-11","2019-08-07"
"SJIU","332","2018-04-19","2019-08-13","0","NULL","NULL"
"SJM","5431","1998-01-02","2019-08-02","41","2009-06-18","2019-06-06"
"SJR","5307","1998-07-01","2019-08-02","41","2009-06-26","2019-06-27"
"SJT","5431","1998-01-02","2019-08-02","33","2010-03-01","2018-11-09"
"SJW","5431","1998-01-02","2019-08-02","42","2009-05-06","2019-07-24"
"SKIS","1183","2014-11-21","2019-08-06","19","2015-01-05","2019-06-27"
"SKLN","820","2014-10-31","2018-02-09","0","NULL","NULL"
"SKM","5431","1998-01-02","2019-08-02","27","2011-05-04","2018-10-30"
"SKOR","1189","2014-11-13","2019-08-06","0","NULL","NULL"
"SKT","5431","1998-01-02","2019-08-02","41","2009-07-28","2019-07-31"
"SKX","5071","1999-06-09","2019-08-02","41","2009-07-22","2019-07-18"
"SKY","5436","1998-01-02","2019-08-09","35","2010-10-08","2019-07-31"
"SKYS","1189","2014-11-13","2019-08-06","10","2014-11-25","2017-05-15"
"SKYW","5433","1998-01-02","2019-08-06","42","2009-05-06","2019-07-31"
"SKYY","2035","2011-07-06","2019-08-06","0","NULL","NULL"
"SLAB","4872","2000-03-24","2019-08-06","41","2009-07-29","2019-07-24"
"SLB","5431","1998-01-02","2019-08-02","41","2009-07-24","2019-07-19"
"SLCA","1888","2012-02-01","2019-08-02","31","2012-03-20","2019-07-30"
"SLCT","3936","2003-12-16","2019-08-06","21","2014-08-01","2019-08-02"
"SLD","1423","2013-02-08","2019-03-11","0","NULL","NULL"
"SLDA","276","2017-08-11","2018-09-27","0","NULL","NULL"
"SLDB","389","2018-01-26","2019-08-13","3","2019-03-13","2019-08-14"
"SLF","4871","2000-03-23","2019-08-02","42","2009-05-07","2019-07-31"
"SLG","5431","1998-01-02","2019-08-02","41","2009-07-27","2019-07-17"
"SLGG","113","2019-02-26","2019-08-06","2","2019-05-14","2019-08-14"
"SLGL","385","2018-02-01","2019-08-13","3","2019-03-21","2019-08-13"
"SLGN","5433","1998-01-02","2019-08-06","41","2009-07-22","2019-07-24"
"SLIM","795","2016-06-09","2019-08-06","0","NULL","NULL"
"SLM","5433","1998-01-02","2019-08-06","41","2009-07-21","2019-07-24"
"SLMBP","3542","2005-07-11","2019-08-06","0","NULL","NULL"
"SLNO","1189","2014-11-13","2019-08-06","9","2017-08-11","2019-08-07"
"SLNOW","1178","2014-11-13","2019-08-05","0","NULL","NULL"
"SLP","5433","1998-01-02","2019-08-06","40","2009-07-16","2019-07-10"
"SLQD","1460","2013-10-17","2019-08-06","0","NULL","NULL"
"SLRC","2389","2010-02-09","2019-08-06","38","2010-05-04","2019-08-05"
"SLS","402","2017-12-29","2019-08-06","22","2014-03-17","2019-08-14"
"SLTB","1218","2014-09-29","2019-08-01","0","NULL","NULL"
"SLVO","1588","2013-04-17","2019-08-06","0","NULL","NULL"
"SM","5431","1998-01-02","2019-08-02","42","2009-05-04","2019-08-01"
"SMAR","326","2018-04-27","2019-08-13","2","2019-03-19","2019-06-05"
"SMBC","5433","1998-01-02","2019-08-06","34","2009-11-13","2019-04-22"
"SMBK","4677","2001-01-02","2019-08-06","16","2015-11-05","2019-07-24"
"SMCI","3111","2007-03-29","2019-08-06","33","2009-08-05","2017-08-03"
"SMCP","1079","2015-04-21","2019-08-05","0","NULL","NULL"
"SMED","5084","1999-05-24","2019-08-06","40","2009-08-10","2019-04-24"
"SMFG","3402","2006-01-27","2019-08-02","32","2011-05-13","2019-01-31"
"SMG","5431","1998-01-02","2019-08-02","41","2009-07-29","2019-07-31"
"SMHI","546","2017-06-02","2019-08-02","10","2017-06-23","2019-08-07"
"SMI","3872","2004-03-17","2019-08-02","39","2009-07-28","2019-05-08"
"SMIT","5436","1998-01-02","2019-08-09","39","2009-07-14","2019-01-10"
"SMLP","1721","2012-09-28","2019-08-02","28","2013-03-13","2019-08-09"
"SMM","1808","2012-05-25","2019-08-02","0","NULL","NULL"
"SMMF","4925","2000-01-07","2019-08-06","41","2009-07-31","2019-07-25"
"SMMT","1114","2015-03-05","2019-08-06","17","2015-06-11","2019-06-26"
"SMP","5431","1998-01-02","2019-08-02","41","2009-05-06","2019-07-25"
"SMPL","523","2017-07-10","2019-08-06","10","2014-02-03","2019-07-02"
"SMPLW","273","2017-07-10","2018-09-24","0","NULL","NULL"
"SMRT","5433","1998-01-02","2019-08-06","36","2009-05-21","2018-11-27"
"SMSI","5433","1998-01-02","2019-08-06","42","2009-05-06","2019-07-25"
"SMTA","302","2018-06-01","2019-08-13","0","NULL","NULL"
"SMTC","5433","1998-01-02","2019-08-06","41","2009-05-20","2019-05-29"
"SMTS","525","2017-07-11","2019-08-09","9","2017-08-14","2019-08-14"
"SMTX","4790","2000-07-21","2019-08-06","42","2009-05-14","2019-08-08"
"SN","1873","2011-12-15","2019-05-29","27","2012-03-28","2018-11-01"
"SNA","5431","1998-01-02","2019-08-02","41","2009-07-31","2019-07-18"
"SNAP","610","2017-03-02","2019-08-02","10","2017-05-10","2019-07-23"
"SNBC","4552","2000-01-03","2018-07-05","0","NULL","NULL"
"SNBR","5200","1998-12-04","2019-08-06","23","2014-02-05","2019-07-25"
"SNCR","3308","2006-06-15","2019-08-06","37","2009-05-06","2019-08-05"
"SND","691","2016-11-04","2019-08-06","12","2016-12-15","2019-08-07"
"SNDE","735","2016-09-02","2019-08-06","0","NULL","NULL"
"SNDR","585","2017-04-06","2019-08-02","10","2017-05-11","2019-08-01"
"SNDX","863","2016-03-03","2019-08-06","14","2016-05-16","2019-08-07"
"SNE","5431","1998-01-02","2019-08-02","41","2009-05-14","2019-07-30"
"SNES","668","2016-12-08","2019-08-06","10","2017-05-11","2019-08-13"
"SNFCA","4677","2001-01-02","2019-08-06","39","2009-05-18","2018-11-14"
"SNGX","1865","2012-03-08","2019-08-06","38","2009-11-13","2019-08-13"
"SNGXW","370","2016-12-13","2019-08-05","0","NULL","NULL"
"SNH","4894","2000-02-23","2019-08-06","42","2009-05-06","2019-08-08"
"SNHNI","1771","2012-07-23","2019-08-06","0","NULL","NULL"
"SNHNL","863","2016-02-22","2019-08-06","0","NULL","NULL"
"SNHY","5424","1998-01-02","2019-07-24","41","2009-05-04","2019-05-06"
"SNI","2451","2008-06-12","2018-03-07","0","NULL","NULL"
"SNLN","1697","2012-11-07","2019-08-06","0","NULL","NULL"
"SNMP","3204","2006-11-15","2019-08-09","18","2014-11-12","2019-03-07"
"SNMX","3621","2004-06-22","2018-11-05","0","NULL","NULL"
"SNN","4959","1999-11-16","2019-08-02","23","2009-07-30","2019-07-31"
"SNNA","510","2017-07-27","2019-08-06","9","2017-09-07","2019-08-08"
"SNOA","3155","2007-01-25","2019-08-06","22","2014-02-13","2019-08-13"
"SNOAW","774","2016-01-04","2019-08-02","0","NULL","NULL"
"SNP","4726","2000-10-18","2019-08-02","37","2009-10-29","2018-10-30"
"SNPS","5433","1998-01-02","2019-08-06","42","2009-05-20","2019-08-21"
"SNR","1200","2014-10-27","2019-08-02","19","2015-02-26","2019-08-02"
"SNSR","726","2016-09-16","2019-08-06","0","NULL","NULL"
"SNSS","3488","2005-09-27","2019-08-06","42","2009-05-06","2019-08-07"
"SNV","5431","1998-01-02","2019-08-02","41","2009-07-23","2019-07-16"
"SNX","3948","2003-11-25","2019-08-02","41","2009-06-30","2019-06-25"
"SNY","4303","2002-07-01","2019-08-02","41","2009-07-29","2019-07-29"
"SO","5431","1998-01-02","2019-08-02","41","2009-07-29","2019-07-31"
"SOCL","1942","2011-11-15","2019-08-06","0","NULL","NULL"
"SODA","2036","2010-11-03","2018-12-04","0","NULL","NULL"
"SOFO","5330","1998-06-01","2019-08-05","38","2009-05-05","2018-08-09"
"SOGO","434","2017-11-09","2019-08-02","7","2018-01-29","2019-08-05"
"SOHO","3683","2004-12-17","2019-08-06","26","2013-05-07","2019-08-06"
"SOHOB","739","2016-08-29","2019-08-06","0","NULL","NULL"
"SOHOK","311","2018-02-16","2019-07-15","0","NULL","NULL"
"SOHON","84","2019-04-12","2019-08-12","0","NULL","NULL"
"SOHOO","460","2017-10-05","2019-08-06","0","NULL","NULL"
"SOHU","4797","2000-07-12","2019-08-06","42","2009-05-04","2019-08-05"
"SOI","560","2017-05-12","2019-08-02","9","2017-08-14","2019-07-30"
"SOJA","960","2015-10-09","2019-08-02","0","NULL","NULL"
"SOJB","722","2016-09-20","2019-08-02","0","NULL","NULL"
"SOJC","422","2017-11-28","2019-08-02","0","NULL","NULL"
"SOL","2880","2008-01-29","2019-08-02","40","2009-05-21","2019-06-27"
"SOLO","256","2018-08-07","2019-08-13","3","2019-02-18","2019-08-08"
"SOLOW","228","2018-08-09","2019-08-13","0","NULL","NULL"
"SOLY","118","2019-02-19","2019-08-06","0","NULL","NULL"
"SON","5431","1998-01-02","2019-08-02","41","2009-07-16","2019-07-18"
"SONA","3211","2006-11-01","2019-08-06","40","2009-07-24","2019-04-26"
"SONC","5276","1998-01-02","2019-07-11","0","NULL","NULL"
"SONM","63","2019-05-10","2019-08-08","2","2019-06-24","2019-07-24"
"SONO","259","2018-08-02","2019-08-13","3","2019-02-06","2019-08-07"
"SOR","5431","1998-01-02","2019-08-02","0","NULL","NULL"
"SORL","3456","2005-11-10","2019-08-06","42","2009-05-13","2019-08-14"
"SOXX","4544","2001-07-13","2019-08-06","0","NULL","NULL"
"SP","3821","2004-06-02","2019-08-06","23","2014-03-05","2019-07-31"
"SPA","5329","1998-01-02","2019-06-28","40","2009-05-14","2019-02-06"
"SPAQ","212","2018-10-02","2019-08-13","0","NULL","NULL"
"SPAR","5433","1998-01-02","2019-08-06","41","2009-07-23","2019-08-01"
"SPCB","3641","2005-02-17","2019-08-06","21","2009-05-28","2019-08-14"
"SPE","5431","1998-01-02","2019-08-02","0","NULL","NULL"
"SPEX","5433","1998-01-02","2019-08-06","29","2009-08-17","2018-05-15"
"SPFI","100","2019-03-07","2019-08-08","1","2019-06-24","2019-06-24"
"SPG","5431","1998-01-02","2019-08-02","41","2009-08-04","2019-07-31"
"SPGI","4669","2001-01-02","2019-08-02","23","2014-02-04","2019-08-01"
"SPH","5431","1998-01-02","2019-08-02","42","2009-05-07","2019-08-08"
"SPHS","2306","2010-06-09","2019-08-06","24","2013-11-12","2019-08-09"
"SPI","900","2016-01-08","2019-08-06","0","NULL","NULL"
"SPIL","4497","2000-06-21","2019-07-11","0","NULL","NULL"
"SPKE","1265","2014-07-29","2019-08-06","19","2014-11-12","2019-08-08"
"SPKEP","606","2017-03-10","2019-08-06","0","NULL","NULL"
"SPLK","1836","2012-04-19","2019-08-06","30","2012-05-31","2019-08-21"
"SPLP","1840","2012-04-10","2019-08-02","26","2012-08-14","2018-11-01"
"SPN","5431","1998-01-02","2019-08-02","41","2009-07-28","2019-07-23"
"SPNE","1042","2015-06-17","2019-08-06","17","2015-08-13","2019-08-01"
"SPNS","5391","1998-03-05","2019-08-06","42","2009-05-18","2019-08-05"
"SPOK","3704","2004-11-17","2019-08-06","18","2014-07-30","2018-10-24"
"SPOT","344","2018-04-03","2019-08-13","3","2019-02-06","2019-07-31"
"SPPI","5433","1998-01-02","2019-08-06","42","2009-05-18","2019-08-08"
"SPR","3191","2006-11-28","2019-08-02","41","2009-07-30","2019-07-31"
"SPRO","3233","2004-11-22","2019-08-06","15","2014-03-06","2019-08-08"
"SPRT","4792","2000-07-19","2019-08-06","38","2009-07-30","2018-11-07"
"SPSC","2339","2010-04-22","2019-08-06","38","2010-05-17","2019-07-25"
"SPTN","4782","2000-08-02","2019-08-06","42","2009-05-13","2019-08-14"
"SPWH","1335","2014-04-17","2019-08-06","21","2014-06-10","2019-05-30"
"SPWR","3451","2005-11-17","2019-08-06","31","2012-02-16","2019-07-31"
"SPXC","5431","1998-01-02","2019-08-02","23","2014-02-12","2019-08-01"
"SPXX","3445","2005-11-23","2019-08-02","0","NULL","NULL"
"SQ","931","2015-11-19","2019-08-02","15","2016-03-09","2019-08-01"
"SQBG","4022","2003-08-14","2019-08-06","29","2012-11-14","2019-08-09"
"SQLV","519","2017-07-13","2019-08-05","0","NULL","NULL"
"SQM","5431","1998-01-02","2019-08-02","43","2009-08-11","2019-08-21"
"SQNS","2086","2011-04-19","2019-08-02","34","2011-04-28","2019-07-30"
"SQQQ","2387","2010-02-11","2019-08-06","0","NULL","NULL"
"SQZZ","301","2017-03-22","2018-11-14","0","NULL","NULL"
"SR","5431","1998-01-02","2019-08-02","37","2009-07-31","2019-07-30"
"SRAX","1680","2012-12-03","2019-08-06","11","2016-11-14","2019-08-14"
"SRC","1727","2012-09-20","2019-08-02","28","2012-11-07","2019-08-07"
"SRCE","5433","1998-01-02","2019-08-06","41","2009-07-30","2019-07-18"
"SRCI","2884","2008-02-27","2019-08-09","23","2014-01-07","2019-07-31"
"SRCL","5433","1998-01-02","2019-08-06","41","2009-07-28","2019-08-01"
"SRCLP","716","2015-09-16","2018-07-19","0","NULL","NULL"
"SRDX","5392","1998-03-04","2019-08-06","41","2009-07-29","2019-07-31"
"SRE","5309","1998-06-29","2019-08-02","42","2009-05-05","2019-08-02"
"SRET","1106","2015-03-17","2019-08-06","0","NULL","NULL"
"SREV","2105","2011-03-25","2019-08-06","34","2011-05-09","2019-08-07"
"SRF","1872","2012-02-24","2019-08-02","0","NULL","NULL"
"SRG","1028","2015-07-06","2019-08-02","13","2015-11-12","2018-11-01"
"SRI","5431","1998-01-02","2019-08-02","41","2009-07-31","2019-07-31"
"SRL","4674","2001-01-02","2019-08-08","0","NULL","NULL"
"SRLP","1452","2013-10-25","2019-08-02","23","2014-03-26","2019-08-07"
"SRNE","3119","2007-03-19","2019-08-06","22","2013-11-14","2019-08-09"
"SRPT","5433","1998-01-02","2019-08-06","29","2012-08-07","2019-08-07"
"SRRA","1022","2015-07-16","2019-08-06","18","2015-08-21","2019-08-08"
"SRRK","307","2018-05-24","2019-08-13","3","2019-03-18","2019-08-14"
"SRT","5431","1998-01-02","2019-08-02","42","2009-05-07","2019-08-07"
"SRTS","763","2016-07-26","2019-08-06","13","2016-08-04","2019-08-08"
"SRTSW","549","2016-07-25","2019-07-19","0","NULL","NULL"
"SRUN","199","2017-04-28","2018-02-09","0","NULL","NULL"
"SRUNU","221","2017-03-24","2018-02-09","0","NULL","NULL"
"SRUNW","197","2017-04-28","2018-02-09","0","NULL","NULL"
"SRV","3005","2007-08-27","2019-08-02","0","NULL","NULL"
"SSB","5433","1998-01-02","2019-08-06","21","2014-07-29","2019-07-29"
"SSBI","3288","2006-07-14","2019-08-06","39","2009-07-27","2019-01-29"
"SSC","2827","2007-05-23","2018-08-13","0","NULL","NULL"
"SSD","5431","1998-01-02","2019-08-02","41","2009-07-28","2019-07-29"
"SSFN","5083","1999-05-25","2019-08-06","38","2009-08-03","2018-11-08"
"SSI","4508","2001-08-30","2019-08-02","42","2009-05-21","2019-08-22"
"SSKN","3465","2005-10-28","2019-08-06","20","2014-03-17","2018-11-13"
"SSL","5431","1998-01-02","2019-08-02","0","NULL","NULL"
"SSLJ","374","2018-02-05","2019-07-31","0","NULL","NULL"
"SSNC","2354","2010-03-31","2019-08-06","38","2010-05-12","2019-07-29"
"SSNT","1860","2012-03-15","2019-08-06","18","2014-05-15","2018-11-13"
"SSP","5431","1998-01-02","2019-08-02","42","2009-05-04","2019-08-09"
"SSRM","5433","1998-01-02","2019-08-06","23","2014-02-20","2019-08-08"
"SSTI","545","2017-06-07","2019-08-06","9","2017-08-08","2019-08-06"
"SSTK","1712","2012-10-11","2019-08-02","28","2012-11-15","2019-08-06"
"SSW","3520","2005-08-09","2019-08-02","42","2009-08-05","2019-08-07"
"SSWA","444","2017-10-24","2019-08-02","0","NULL","NULL"
"SSWN","1273","2014-04-08","2019-04-29","0","NULL","NULL"
"SSY","5436","1998-01-02","2019-08-09","39","2009-05-12","2018-11-14"
"SSYS","5433","1998-01-02","2019-08-06","41","2009-07-29","2019-07-31"
"ST","2366","2010-03-11","2019-08-02","38","2010-04-21","2019-07-30"
"STAA","5433","1998-01-02","2019-08-06","42","2009-05-05","2019-07-31"
"STAF","1629","2013-02-15","2019-08-06","16","2015-10-15","2019-08-14"
"STAG","2088","2011-04-15","2019-08-02","33","2011-08-15","2019-07-30"
"STAY","1439","2013-11-13","2019-08-02","23","2014-02-26","2019-08-06"
"STB","2717","2007-12-07","2019-07-30","0","NULL","NULL"
"STBA","5433","1998-01-02","2019-08-06","41","2009-07-20","2019-07-18"
"STBZ","2268","2009-12-23","2018-12-31","0","NULL","NULL"
"STC","5431","1998-01-02","2019-08-02","40","2009-07-30","2019-07-25"
"STCN","369","2018-02-26","2019-08-13","15","2014-03-03","2017-12-07"
"STDY","870","2015-03-20","2018-08-30","0","NULL","NULL"
"STE","5431","1998-01-02","2019-08-02","41","2009-05-07","2019-05-13"
"STFC","5433","1998-01-02","2019-08-06","41","2009-07-28","2019-08-01"
"STG","350","2018-03-23","2019-08-13","2","2019-03-22","2019-05-28"
"STI","5431","1998-01-02","2019-08-02","41","2009-07-22","2019-07-18"
"STIM","283","2018-06-28","2019-08-13","3","2019-03-05","2019-08-06"
"STK","2436","2009-11-27","2019-08-02","0","NULL","NULL"
"STKL","5433","1998-01-02","2019-08-06","42","2009-05-07","2019-08-07"
"STKS","1286","2014-06-27","2019-08-06","23","2014-03-31","2019-08-08"
"STL","5175","1999-01-08","2019-08-02","41","2009-04-20","2019-07-24"
"STLD","5433","1998-01-02","2019-08-06","41","2009-07-22","2019-07-22"
"STLR","444","2016-10-28","2018-08-06","0","NULL","NULL"
"STLRU","324","2016-08-19","2018-10-25","0","NULL","NULL"
"STLRW","399","2016-10-13","2018-08-06","0","NULL","NULL"
"STLY","5431","1998-01-02","2019-08-06","37","2009-07-15","2018-07-20"
"STM","5431","1998-01-02","2019-08-02","41","2009-07-28","2019-07-25"
"STML","1642","2013-01-29","2019-08-06","23","2013-11-12","2019-08-02"
"STMP","5061","1999-06-25","2019-08-06","41","2009-07-30","2019-08-07"
"STN","3522","2005-08-05","2019-08-02","40","2009-05-14","2019-05-09"
"STND","2227","2010-10-07","2019-08-13","17","2014-01-23","2018-01-25"
"STNE","200","2018-10-25","2019-08-13","4","2019-02-25","2019-08-14"
"STNG","2352","2010-03-31","2019-08-02","36","2010-11-15","2019-07-31"
"STNL","378","2018-01-11","2019-08-06","0","NULL","NULL"
"STNLU","438","2017-11-03","2019-08-05","0","NULL","NULL"
"STNLW","188","2018-01-10","2019-08-06","0","NULL","NULL"
"STO","4257","2001-06-18","2019-02-26","0","NULL","NULL"
"STON","3747","2004-09-15","2019-08-02","35","2009-05-11","2018-03-07"
"STOR","1184","2014-11-18","2019-08-02","19","2015-02-26","2019-08-01"
"STPP","2254","2010-08-10","2019-08-06","0","NULL","NULL"
"STRA","5433","1998-01-02","2019-08-06","41","2009-07-30","2019-07-31"
"STRL","5433","1998-01-02","2019-08-06","42","2009-05-11","2019-08-05"
"STRM","5433","1998-01-02","2019-08-06","41","2009-06-09","2019-06-12"
"STRO","220","2018-09-27","2019-08-13","5","2019-02-13","2019-08-14"
"STRP","1160","2013-07-24","2018-03-01","0","NULL","NULL"
"STRS","5433","1998-01-02","2019-08-06","0","NULL","NULL"
"STRT","5433","1998-01-02","2019-08-06","40","2009-05-05","2019-01-24"
"STT","5431","1998-01-02","2019-08-02","41","2009-07-21","2019-07-19"
"STWD","2511","2009-08-12","2019-08-02","40","2009-11-16","2019-08-07"
"STX","4194","2002-12-11","2019-08-09","41","2009-07-21","2019-08-02"
"STXB","321","2018-05-04","2019-08-13","3","2019-01-30","2019-07-24"
"STZ","5431","1998-01-02","2019-08-02","41","2009-07-01","2019-06-28"
"SU","5431","1998-01-02","2019-08-02","41","2009-07-22","2019-07-24"
"SUI","5431","1998-01-02","2019-08-02","41","2009-05-07","2019-07-24"
"SUM","1107","2015-03-12","2019-08-02","18","2015-05-05","2019-08-01"
"SUMR","3127","2007-03-07","2019-08-06","44","2009-05-12","2019-08-08"
"SUN","1727","2012-09-20","2019-08-02","20","2012-11-07","2019-08-07"
"SUNS","2125","2011-02-25","2019-08-06","34","2011-05-03","2019-08-05"
"SUNW","904","2016-01-04","2019-08-06","18","2015-05-15","2019-08-02"
"SUP","5431","1998-01-02","2019-08-02","42","2009-05-08","2019-08-08"
"SUPN","1828","2012-05-01","2019-08-06","29","2012-08-10","2019-08-06"
"SUPV","807","2016-05-19","2019-08-02","12","2016-08-08","2019-02-25"
"SURF","332","2018-04-19","2019-08-13","3","2019-03-07","2019-08-07"
"SUSB","517","2017-07-18","2019-08-06","0","NULL","NULL"
"SUSC","515","2017-07-20","2019-08-06","0","NULL","NULL"
"SUSL","62","2019-05-10","2019-08-07","0","NULL","NULL"
"SUZ","3019","2007-08-16","2019-08-13","0","NULL","NULL"
"SVA","3949","2003-11-03","2019-08-06","32","2009-05-15","2017-11-22"
"SVBI","4677","2001-01-02","2019-08-06","39","2009-07-16","2019-01-29"
"SVM","3594","2005-05-02","2019-08-09","36","2009-05-14","2019-08-08"
"SVMK","221","2018-09-26","2019-08-13","3","2019-02-13","2019-08-01"
"SVRA","3844","2004-04-29","2019-08-06","9","2017-05-09","2019-05-09"
"SVT","5436","1998-01-02","2019-08-09","36","2009-11-16","2018-11-13"
"SVU","4737","2000-01-03","2018-10-29","0","NULL","NULL"
"SVVC","2082","2011-04-28","2019-08-06","15","2014-03-14","2017-11-09"
"SWAV","106","2019-03-07","2019-08-06","2","2019-05-08","2019-08-05"
"SWCH","458","2017-10-06","2019-08-02","8","2017-11-13","2019-08-07"
"SWI","228","2016-01-04","2019-08-13","11","2014-02-05","2019-08-01"
"SWIN","452","2017-01-10","2018-10-24","0","NULL","NULL"
"SWIR","4843","2000-05-05","2019-08-06","41","2009-07-30","2019-07-31"
"SWJ","1766","2012-07-26","2019-08-02","0","NULL","NULL"
"SWK","5431","1998-01-02","2019-08-02","41","2009-07-22","2019-07-23"
"SWKS","5433","1998-01-02","2019-08-06","41","2009-07-22","2019-08-07"
"SWM","5431","1998-01-02","2019-08-02","42","2009-05-07","2019-08-07"
"SWN","5431","1998-01-02","2019-08-02","41","2009-07-30","2019-08-06"
"SWP","560","2017-05-12","2019-08-02","0","NULL","NULL"
"SWX","5431","1998-01-02","2019-08-02","43","2009-05-01","2019-08-06"
"SWZ","5431","1998-01-02","2019-08-02","0","NULL","NULL"
"SXC","2022","2011-07-21","2019-08-02","32","2011-11-02","2019-07-30"
"SXCP","1622","2013-01-18","2019-06-28","25","2013-04-25","2019-04-24"
"SXE","1697","2012-11-02","2019-08-02","22","2012-12-13","2018-11-14"
"SXI","5431","1998-01-02","2019-08-02","41","2009-05-07","2019-04-29"
"SXT","5431","1998-01-02","2019-08-02","41","2009-07-20","2019-07-19"
"SXTC","153","2019-01-04","2019-08-13","0","NULL","NULL"
"SY","69","2019-05-02","2019-08-08","1","2019-05-30","2019-05-30"
"SYBT","5433","1998-01-02","2019-08-06","41","2009-07-22","2019-07-24"
"SYBX","968","2015-10-01","2019-08-06","15","2015-11-13","2019-08-08"
"SYF","1261","2014-07-31","2019-08-02","20","2014-10-17","2019-07-19"
"SYK","5431","1998-01-02","2019-08-02","41","2009-07-21","2019-07-25"
"SYKE","5433","1998-01-02","2019-08-06","41","2009-05-04","2019-07-30"
"SYMC","5433","1998-01-02","2019-08-06","42","2009-05-06","2019-08-08"
"SYN","3182","2006-12-18","2019-08-09","29","2012-05-15","2019-08-08"
"SYNA","4411","2002-01-29","2019-08-06","41","2009-07-30","2019-08-08"
"SYNC","1882","2012-02-13","2019-08-06","31","2012-03-12","2019-08-07"
"SYNH","1193","2014-11-07","2019-08-06","8","2018-02-28","2019-08-06"
"SYNL","5433","1998-01-02","2019-08-06","38","2009-07-23","2018-11-06"
"SYNT","5237","1998-01-02","2019-05-06","0","NULL","NULL"
"SYPR","5433","1998-01-02","2019-08-06","42","2009-05-14","2019-08-14"
"SYRS","780","2016-06-30","2019-08-06","13","2016-08-15","2019-08-01"
"SYX","5431","1998-01-02","2019-08-02","42","2009-05-12","2019-07-30"
"SYY","5431","1998-01-02","2019-08-02","42","2009-05-04","2019-08-12"
